Index,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,Vals
1031,22.73377,69.57969,0.002629419,0.002847688,0.002448535,0.014938266,0.002573017,0.00301933,0.015943432,0.004098379,5
1032,22.73377,69.65931,0.026528494,0.028730631,0.024703532,0.150713786,0.025959449,0.030462351,0.16085501,0.041348986,5
1071,22.73377,73.32207,283.239563,262.8426819,342.7001648,325.8511963,387.4328308,325.7008972,340.2900085,384.0829773,5
1132,22.65317,73.87944,30.59108162,21.9548645,26.47208023,33.73029327,21.36240387,29.68783379,31.62010193,31.16321182,5
1139,22.65317,74.43682,0.015551036,0.004858653,0.021227589,0.028009497,0.011252698,0.026025318,0.020424195,0.022153037,5
1169,22.57257,72.44619,253.1510315,219.4547729,233.3759918,236.6961212,258.5182495,214.6091156,253.736908,240.3414307,5
1181,22.57257,73.40169,107.0872421,94.65968323,120.2808228,160.831604,140.0774841,115.8826675,130.4394073,199.0375214,5
1184,22.57257,73.64057,79.1580658,76.15093231,83.96685028,122.3137283,124.8606491,103.9060287,107.964592,126.4834442,5
1186,22.57257,73.79982,148.2472229,109.9155807,131.9297943,133.6779633,148.996994,126.6628036,156.5029449,167.4357605,5
1187,22.57257,73.87944,25.1098175,22.75741005,24.06448746,27.32460976,20.65917778,25.3609848,30.73462677,32.32645798,5
1225,22.49197,72.44619,204.3025818,180.8548737,197.0482483,272.9806213,309.7164307,177.4013824,317.3708191,292.7218018,5
1237,22.49197,73.40169,143.8299713,110.3569107,147.7295837,169.7624817,149.6025543,129.9761658,159.6785431,227.6878967,5
1238,22.49197,73.48132,36.40921021,37.88279343,39.81513596,61.16236115,51.25775528,53.14506912,52.98141479,91.21424103,5
1239,22.49197,73.56094,41.11746216,46.28495789,45.87192917,90.68675232,83.75081635,66.54657745,64.98882294,96.38756561,5
1240,22.49197,73.64057,60.81788254,63.86314011,73.31111908,111.3632507,119.0789261,94.19681549,95.50337219,131.2541809,5
1242,22.49197,73.79982,255.9348602,174.062149,219.4743958,218.3235168,221.0384674,175.6561432,226.8011169,256.5768433,5
1244,22.49197,73.95907,15.32628727,14.03825474,25.7935524,25.7935524,25.7935524,14.03825474,36.28484726,15.32628727,5
1288,22.41137,72.76469,310.4846497,329.5046082,471.4787598,442.6125793,537.8955688,282.2739868,508.7729187,419.497467,5
1300,22.41137,73.72019,134.2303772,114.2126541,119.550354,128.1450043,123.2200089,120.1267776,137.8418732,140.4933472,5
1302,22.41137,73.87944,267.2496033,237.178833,297.9350586,297.9350586,297.9350586,237.178833,296.6611328,267.2496033,5
1303,22.41137,73.95907,154.4124298,99.13004303,127.3299179,127.3299179,127.3299179,99.13004303,172.0215149,154.4124298,5
1304,22.41137,74.03869,28.12186813,32.01597595,42.82841492,42.82841492,42.82841492,32.01597595,45.22335052,28.12186813,5
1364,22.33077,73.56094,96.70521545,62.7504425,86.83415985,85.74169159,89.53850555,73.49370575,92.06642914,119.418396,5
1365,22.33077,73.64057,36.69151688,26.16991806,43.385746,45.83473969,45.14094162,30.18387413,64.83037567,45.96589279,5
1368,22.33077,73.87944,246.414093,239.8833313,287.5133057,287.5133057,287.5133057,239.8833313,310.5587158,246.414093,5
1369,22.33077,73.95907,143.9787598,166.5005798,220.9908447,220.9908447,220.9908447,166.5005798,269.8383179,143.9787598,5
1370,22.33077,74.03869,7.193856239,12.02655315,32.3335762,32.3335762,32.3335762,12.02655315,38.42348862,7.193856239,5
1419,22.25017,72.68507,56.41066742,55.50512695,60.65810776,56.26729965,68.37155151,46.99181366,65.59709167,55.5093956,5
1430,22.25017,73.56094,262.1392517,228.6386719,298.9930115,286.5722656,300.342804,233.3609314,287.5143127,273.0488281,5
1431,22.25017,73.64057,254.4138641,236.4134674,344.2055054,345.1448975,344.5144653,237.1059723,460.816925,254.6477966,5
1432,22.25017,73.72019,271.6148071,248.8359833,351.3447571,352.1651001,351.5954285,249.5483398,336.2781067,272.1373291,5
1433,22.25017,73.79982,288.1694641,291.3296814,373.7634583,373.7634583,373.7634583,291.3296814,467.3310242,288.1694641,5
1434,22.25017,73.87944,295.203064,263.8523865,360.0713196,360.0713196,360.0713196,263.8523865,359.2676086,295.203064,5
1436,22.25017,74.03869,33.33462143,32.69536209,82.08197784,82.08197784,82.08197784,32.69536209,88.72353363,33.33462143,5
1437,22.25017,74.11832,18.8145771,16.71237946,20.53158951,20.53158951,20.53158951,16.71237946,31.70594215,18.8145771,5
1491,22.16957,73.64057,308.9324951,270.6688232,398.6497192,398.6497192,398.6497192,270.6688232,452.0469666,308.9324951,5
1492,22.16957,73.72019,299.3291016,269.1323242,384.225708,384.225708,384.225708,269.1323242,411.3987732,299.3291016,5
1493,22.16957,73.79982,260.6885071,200.7252502,288.0706177,288.0706177,288.0706177,200.7252502,386.358551,260.6885071,5
1494,22.16957,73.87944,248.4977722,215.0076599,311.3972778,311.3972778,311.3972778,215.0076599,355.8495789,248.4977722,5
1497,22.16957,74.11832,66.39238739,69.05815887,107.8133316,107.8133316,107.8133316,69.05815887,125.2566147,66.39238739,5
1498,22.16957,74.19794,0.059719112,0.081390679,1.627070904,1.627070904,1.627070904,0.081390679,1.540460348,0.059719112,5
1551,22.08897,73.56094,170.0466156,160.8467255,228.4792328,239.9391785,237.7937012,153.938858,287.7474976,188.0831909,5
1553,22.08897,73.72019,183.149292,186.3398743,272.5987549,272.1741028,278.7832031,181.4964447,307.9208679,181.3820038,5
1554,22.08897,73.79982,206.1660461,183.4457703,225.7308044,225.7308044,225.7308044,183.4457703,345.6355591,206.1660461,5
1555,22.08897,73.87944,155.7232361,141.7336426,237.1153717,237.1153717,237.1153717,141.7336426,237.113739,155.7232361,5
1556,22.08897,73.95907,108.7142639,86.97629547,124.8048248,124.8048248,124.8048248,86.97629547,142.4512024,108.7142639,5
1557,22.08897,74.03869,74.27217865,68.17172241,98.76918793,98.76918793,98.76918793,68.17172241,90.33443451,74.27217865,5
1558,22.08897,74.11832,8.099645615,12.75059986,26.52865219,26.52865219,26.52865219,12.75059986,45.23240662,8.099645615,5
1559,22.08897,74.19794,1.483588219,1.753652334,15.77581882,15.77581882,15.77581882,1.753652334,19.20872307,1.483588219,5
1613,22.00837,73.72019,103.5985565,165.707428,204.8009796,181.2096558,191.2931671,147.7408905,224.3210144,130.8580627,5
1614,22.00837,73.79982,139.4709473,127.2184372,234.9797821,233.2898712,234.3759308,127.1915054,324.0750427,141.2897797,5
1615,22.00837,73.87944,55.33039856,49.35955429,95.62628174,95.62628174,95.62628174,49.35955429,105.4497833,55.33039856,5
1616,22.00837,73.95907,0.124830976,0.192890033,1.567127347,1.567127347,1.567127347,0.192890033,1.448255777,0.124830976,5
1668,21.92777,73.40169,174.8443756,161.4814758,254.3477783,159.8717346,203.1192169,238.7608185,285.6328735,286.9564209,5
1734,21.76657,69.65931,61.17879868,39.9886322,47.27648163,98.72164154,106.1242371,35.69656754,120.522049,93.29711914,5
1735,21.76657,69.73894,4.119307995,2.650818348,2.278240919,6.696790695,6.077723503,1.215465307,7.229379654,5.81227541,5
1789,21.68597,69.73894,36.06946564,29.65295219,35.36325073,60.64957047,72.17690277,18.38055229,94.16416168,66.89002991,5
1841,21.60537,69.65931,4.475465298,4.89030695,3.933907509,9.993824005,8.515088081,3.311515331,9.796622276,10.99370384,5
1956,21.44416,69.73894,1.110536456,2.473335981,4.14491415,6.55999279,7.403268337,3.137727022,9.976890564,8.561689377,5
2234,21.04116,73.72019,0.446474254,0.147377029,0.527581573,0.805127501,0.334394157,0.547073483,0.450551778,0.393557072,5
2235,21.04116,73.79982,1.40421164,0.463517308,1.538554072,2.532216549,1.051707149,1.720607638,1.931271672,1.237781286,5
2269,20.96056,73.56094,1.179219723,0.939814687,0.926564693,2.08712554,1.169641852,1.482134938,2.052769184,1.2110883,5
2270,20.96056,73.64057,1.449055791,1.483778358,1.195454836,2.769945383,1.712203979,2.045626163,1.85957253,2.13543129,5
2273,20.96056,73.87944,0.261497855,0.190107495,0.321006358,0.469050169,0.108003646,0.123842746,0.504870951,0.323292583,5
2300,20.87996,73.56094,0.341057777,0.10680306,0.519860029,0.448100001,0.261018395,0.344393909,0.342545331,0.273162514,5
2301,20.87996,73.79982,0.247603431,0.15927732,0.307460964,0.443944335,0.211339489,0.318460077,0.484435797,0.312894255,5
2302,20.87996,73.87944,1.399611831,2.023154974,2.447606564,2.472398996,1.569539189,2.018297434,4.030035973,3.138972759,5
2326,20.79936,73.56094,0.166582763,0.048950508,0.285615087,0.125957176,0.130593479,0.127298355,0.30835712,0.118130438,5
2327,20.79936,73.72019,2.076227427,0.89703989,2.342473507,3.744063616,1.259836793,1.99309361,2.567587614,1.83014822,5
2328,20.79936,73.79982,1.813220739,0.849014044,2.009950161,3.269782782,1.008764505,1.569872737,2.39475441,1.59831357,5
2329,20.79936,73.87944,0.438573688,0.144769117,0.457787007,0.790880382,0.328476906,0.537392735,0.700055003,0.386592925,5
2350,20.71876,73.72019,0.69539392,0.285080731,0.819083095,1.254004598,0.443385363,0.707540691,0.712976277,0.612974226,5
2351,20.71876,73.79982,0.395351529,0.196215972,0.475052834,0.712937832,0.204473734,0.313408315,0.365399063,0.348493546,5
2360,20.63816,73.48132,0.043545388,0.013529892,0.003130316,0.078368098,0.03117642,0.053552538,0.054595843,0.038685352,5
2369,20.55756,73.32207,2.739458561,1.766372085,2.289566517,2.067540407,2.155757666,1.565066338,3.319030046,2.705784798,5
2395,20.31576,73.16282,5.203892231,3.383719206,4.31907177,3.88466692,3.641025305,4.629759789,6.203866005,5.133215904,5
2400,20.23516,72.68507,1.123797894,0.656947374,0.932717919,0.501549244,0.725789547,0.744300306,1.33974576,1.108535171,5
