Source,Destination,Value
93,102,145.89563211684268
94,102,125.27944938140178
95,102,93.82538567999212
96,102,133.872216258752
97,102,165.9505302388136
98,102,133.3165348726983
99,102,130.2495796133444
100,102,120.80789671796391
101,102,178.79699305779806
103,102,119.61333650235764
104,102,125.42725172633828
105,102,147.33521817027645
106,102,121.43888352908118
107,102,79.7872444553037
108,102,7.090452581145253
109,102,12.57550786313374
110,102,3.883522679712676
111,102,7.032580476496779
112,102,5.495714707061268
113,102,21.407397702608648
118,102,26.45386619152052
119,102,105.31129219231276
120,102,82.24698091842087
121,102,108.3440356843144
122,102,172.51051456035682
123,102,147.29598613553756
124,102,157.96462410643866
125,102,134.42011904411888
126,102,132.8011206011111
127,102,124.975610878047
128,102,135.82215168799695
129,102,165.26384435727093
130,102,150.04485674213478
131,102,135.12905018417374
132,102,125.73930840080332
133,102,134.4251036645727
134,102,38.96295914559072
135,102,43.2617720386707
136,102,17.991846467409957
137,102,8.041048169743686
138,102,21.86372780695867
139,394,43.52316576324005
140,394,9.068310926632137
143,102,31.777942585985173
144,102,89.27716245082392
145,102,105.45230722856596
146,102,125.53951370727437
147,102,170.63790103170396
148,102,121.40018344021009
149,102,129.8096748775617
150,102,127.3775599667256
151,102,126.90588107268668
152,102,117.12938430971096
153,102,149.08733452954468
154,102,153.25361476977625
155,102,169.73644253841397
156,102,125.4324215280437
157,102,122.14359604202642
158,102,163.15355285955644
159,102,116.59580362623096
160,102,52.855073966727865
161,102,11.443973951714378
162,102,9.330370949551751
163,102,55.76493718948628
164,394,196.943734663754
165,394,74.22165207090097
166,394,31.29740160762672
169,486,16.338708696248375
170,486,64.35280288565289
171,102,87.85720932687174
172,102,99.07058935770044
173,102,149.85812287930764
174,102,125.56255474264483
175,102,122.94645969112776
176,102,122.28490240088549
177,102,117.1382109326991
178,102,149.76728755480556
179,102,163.8382724108859
180,102,201.124811579409
181,102,175.61181343568458
182,102,98.66883128479564
183,102,119.19599414905512
184,102,97.08583985179352
185,102,90.49607345238714
186,102,28.187154292935844
186,394,57.3621382723822
187,102,51.36840027153006
188,394,11.406140560742791
189,394,70.08684315241726
190,394,205.1026538366568
191,394,169.3864526298688
192,394,56.77782454231868
193,394,21.095533607482253
194,394,2.557551872463105
195,394,1.688204512193997
207,486,1.7825647573172791
208,486,68.58956900970665
209,486,66.65521189188276
210,486,61.99899645537006
211,486,88.58015339506284
212,486,238.15475850653323
213,102,142.58641277246434
214,102,97.60455211188253
215,102,68.43660573628982
216,102,126.2438518743471
217,102,120.68107545529358
218,102,177.57872861677188
219,102,196.8138986608732
220,102,189.8123253879204
221,102,155.4439391637201
222,102,148.55035206280468
223,102,156.62466671621303
224,102,148.7376317505021
225,394,203.5276367561165
226,102,114.88006140406728
227,394,101.62194547226208
228,394,166.91454736688416
229,394,276.9246372449596
230,394,261.0882742259923
231,394,83.95984373317673
232,394,20.921576016457028
233,394,20.509502348129224
246,486,3.4023594074013146
247,486,4.051125530143709
248,486,11.540671231149414
249,486,80.90883009717716
250,486,61.78097565334439
251,486,92.99592030180868
252,486,128.38066927533248
253,486,204.87524835417008
254,102,146.89081548669026
255,102,97.52666479316352
256,486,119.9711762538104
257,486,193.1649861471834
258,102,171.3077154531482
259,102,161.55516168178536
260,102,216.15688920899285
261,102,189.63894252178267
262,102,185.45582255736213
263,102,191.4867275823395
264,102,145.96652173380306
265,102,170.03914822169392
266,394,223.16072714830304
267,394,158.7376865144739
268,394,224.03735743967644
269,394,227.80164409000105
270,394,188.5091014747222
271,394,234.08520721823783
272,394,191.64208547767188
273,394,43.34032174889594
274,394,66.98651008996282
275,394,8.739728009522354
282,985,11.74925766205194
283,985,22.94922704190415
286,486,12.350790752641256
287,486,33.25248944556248
288,486,16.956068098816935
289,486,41.628491010817626
290,486,11.354014087787649
291,486,53.82011323408476
292,486,124.2489022616493
293,486,102.96161007818776
294,486,145.54032246673242
295,486,143.32536335072453
296,486,230.29807472950984
297,486,184.4985827491885
298,486,220.1963950727024
299,102,232.576181435914
300,102,196.5164824290736
301,102,251.09172767840863
302,102,187.2992594072783
303,102,195.41214963269303
304,102,188.25348600862804
305,102,204.1667839575261
306,394,215.53806686789667
307,394,220.83472280827183
308,394,201.95753315727143
309,394,367.2387599817643
310,394,247.0607679530792
311,394,177.93901965408116
312,394,84.34545293392486
313,394,112.51764387180314
314,394,99.59029340529706
315,394,14.9099924262305
316,394,2.051792015074021
321,985,4.399750846485748
322,985,24.068011769277216
323,985,80.80319288779575
324,985,67.70673671131672
325,985,26.056501119894133
326,985,1.5269976707578756
331,486,4.82422323511897
332,486,8.789194780472252
333,486,57.77428430741563
334,486,120.6462004884441
335,486,90.9515259976414
336,486,166.87351724621527
337,486,274.6350403509991
338,486,201.860728315407
339,486,205.77736107768527
340,486,249.6653977165469
341,486,239.8610253514024
342,486,172.30333890899885
343,486,179.54935986453157
344,102,179.14373012875137
345,394,206.1304736941571
346,394,179.69903007099245
347,394,230.30527084955395
348,394,259.299933813445
349,394,232.85259097615733
350,394,191.7194731204773
351,394,322.5736180989147
352,394,211.981239822434
353,394,80.24058413905006
354,394,46.12566747966122
355,394,177.12056374729625
356,394,188.70358914874151
357,394,40.768804126573166
358,394,29.05942378839952
366,985,1.7099432945497162
367,985,40.44110139341609
368,985,113.62017587635113
369,985,69.56240946598844
370,985,36.743514919346936
371,985,72.48348364752897
372,985,27.40452256142332
373,985,8.171460076238596
374,985,5.657208390034251
375,486,26.8208609525554
376,486,110.80792392274438
377,486,125.9454309150766
378,486,137.28761391581006
379,486,131.58741621318012
380,486,303.5228726341706
381,486,202.6407579436199
382,486,135.0249314931486
383,486,152.29597202065136
384,486,128.3114997868055
385,486,143.55195848690624
386,486,175.42806402253018
387,486,134.4619812288838
388,486,188.0244509924225
389,394,235.9574228148536
390,394,209.30329949331377
391,394,177.638252369477
392,394,164.2259658562911
393,394,186.4062213834924
395,394,157.98436889875555
396,394,246.743881757834
397,394,90.9768009702286
398,394,73.61575392626175
399,394,143.539626948487
400,394,94.59018337299892
416,985,49.40867424226688
417,985,74.7284678102589
418,985,84.27454365160315
419,985,67.10666693913231
420,985,23.867978668044515
421,985,52.050166687843664
422,985,71.33590022724084
423,985,22.81873316111352
424,985,4.237228733217353
425,985,2.057472161195602
426,486,2.126953675114235
427,486,19.6622441374384
428,486,95.4044160525343
429,486,127.00322852361246
430,486,150.02739194052288
431,486,161.2551028760963
432,486,190.27304713532263
433,486,108.59680524450624
434,486,105.1199067160476
435,486,143.62716531302615
436,486,171.200569839766
437,486,218.69784251872304
438,486,204.8569094822069
439,486,221.7108288527475
440,394,222.78984093339795
441,394,219.2198809230327
442,394,241.1734521364841
443,394,186.639393355676
444,394,96.53538358946926
445,394,143.93742318039685
446,394,233.8737474035763
447,394,272.1566703435831
448,394,142.0782723343588
449,394,161.84525152254915
450,394,139.16407060625303
451,394,121.84136905045504
452,394,163.40018520778406
453,394,106.8785771944233
454,394,78.97093371316163
472,985,20.696132255849044
473,985,11.759990528051135
474,985,26.78333737243129
475,985,31.47526112125619
476,985,1.72303970262677
477,985,16.1470189776814
478,985,47.98622894022801
479,985,16.274391243358675
480,985,1.6564756937640803
481,985,1.0731524025862669
482,486,8.552080077529777
483,486,127.89202007433596
484,486,280.0928151308739
485,486,248.5804581081211
487,486,334.19073602728537
488,486,234.77914797738407
489,486,137.85220951459266
490,486,166.65497002955908
491,486,208.9424716870145
492,486,221.8084941482809
493,486,243.7140747129
494,486,246.56525002125247
495,394,270.6602037080675
496,394,241.5168778349385
497,394,225.9104220436231
498,394,125.1978624749524
499,394,182.30881161488784
500,394,244.5283560770356
501,394,303.6298832824073
502,394,280.8694505093318
503,394,197.6053824203521
504,394,160.44949478120202
505,394,98.72360696758896
506,394,97.2091979540233
507,394,122.37601088191454
508,394,39.9395258678347
531,985,19.449072737868075
532,985,28.724547087168705
533,985,107.08056470841112
534,985,33.24506594043224
535,985,41.54662768962322
536,985,81.37563384776278
537,985,58.86946215361712
538,985,12.828942787682568
539,985,2.068463026247323
540,985,26.13856498986984
541,985,21.683932156752604
543,486,17.062940783989703
544,486,222.931052664012
545,486,228.47396936293097
546,486,395.55803924015873
547,486,403.4103690168629
548,486,222.68145165676503
549,486,189.800815972578
550,486,206.16980991848027
551,486,224.4798201446268
552,1004,202.64705295940428
553,1004,198.0930349174676
554,1004,262.3301780741799
555,1004,276.7931354088231
556,394,225.60390824978177
557,394,181.4979654965788
558,394,190.16763558857696
559,394,240.111945796926
560,394,278.14020059163084
561,394,251.07765572777865
562,394,286.4246611263463
563,394,169.81033497763917
564,394,187.60806030285983
565,394,209.9023513059611
566,394,130.51638456456047
567,394,149.26759398578682
568,394,191.795367850512
569,394,85.84890048458915
590,985,91.34201197293156
591,985,75.20355763673082
592,985,54.14580259243097
593,985,117.09381040695634
594,985,78.37964131070457
595,985,45.5322165783045
596,985,182.29979058627688
597,985,209.1519189992405
598,985,66.04110113049522
599,985,14.864997467980045
600,985,67.46615046427004
601,985,7.187520392742372
604,486,80.27352825093719
605,486,260.52502268429026
606,486,473.2225902777551
607,486,316.6913167078765
608,486,212.49569886765724
609,486,202.7007156413249
610,486,180.06043418832664
611,486,210.77427220571383
612,1004,174.45932831367728
613,1004,132.7333579642013
614,1004,156.77146420955287
615,1004,240.8142538312978
616,1004,244.99607297770385
617,1004,168.8873834894546
618,394,213.6896642231836
619,394,162.58092306968155
620,394,207.8255417678204
621,394,170.7952499329043
622,394,211.40054884157388
623,394,155.7016478558695
624,394,191.7962624621624
625,394,195.1171839204064
626,394,56.295354533842165
627,394,96.57967611367364
628,394,111.00833324670946
629,394,94.36157911872552
652,985,47.79217721148791
653,985,79.23577240410248
654,985,13.953363508159915
655,985,16.310091637266908
656,985,19.62816250601977
658,985,57.127963642173775
659,985,122.6676527334946
660,985,21.19039186395913
661,985,1.2238466208968102
663,985,1.098924546415777
664,985,12.840661482225034
665,985,19.1861556351698
666,985,18.34465157457032
667,985,3.0183149108651506
668,985,9.417270132829184
670,486,12.893263993311509
671,486,134.81920387049715
672,486,294.42739059792257
673,486,369.4319056073065
674,486,281.77157287293875
675,486,268.175837198248
676,486,180.7368642463701
677,1004,154.69033920037543
678,1004,150.5192936843233
679,1004,169.58088064795675
680,1004,116.29600585411966
681,1004,153.6957782348636
682,1004,102.29837331316786
683,1004,85.02714738790353
684,1004,183.63803513831635
685,1004,161.7148851369072
686,1004,181.5526150336282
687,394,156.50009126092073
688,394,164.55129148564933
689,394,131.31464944525342
690,394,205.70747262266468
691,1011,224.97190130488343
692,1011,73.47845730099083
693,1011,66.4955633359622
694,1011,52.92064874471271
695,1011,90.09062679877572
696,1011,89.3675781339057
720,985,57.18469503665919
721,985,17.669577966833586
722,985,5.0786978039964925
726,985,3.6787972175971353
727,985,87.2171789096324
728,985,126.53966176276197
729,985,73.13204487697682
730,985,159.33729944217083
731,985,167.57736437501836
732,985,242.24514002343057
733,985,286.2147652559653
734,985,205.1243878559861
735,985,249.29685159624304
736,985,109.27562783644932
737,985,162.43109917033476
738,486,104.39419802823971
739,486,34.31875339093248
740,486,25.16092875254645
741,486,162.49390518423087
742,486,283.72449391356787
743,486,235.3982002185741
744,486,233.35454242209528
745,1004,187.53427198435725
746,1004,124.96696905397856
747,1004,168.76065968515908
748,1004,159.79467485767847
749,1004,134.72428127000506
750,1004,65.1340134169923
751,1004,51.49946696260353
752,1004,100.07324876659976
753,1004,148.7339632366458
754,1004,160.53714621149282
755,1011,196.18928137964025
756,1011,106.51914561461238
757,1011,156.35273839246918
758,1011,143.58131921127188
759,1011,127.45564623961128
760,1011,124.1333428645154
761,1011,66.6712737595917
762,1011,76.34180580808015
763,1011,87.31793561493004
764,1011,93.44608909859748
765,1011,72.93208742867009
790,985,4.511262818395253
792,985,191.56595942552147
793,985,705.9196720202166
794,985,488.677240351519
795,985,354.3854923815798
796,985,610.1029707497948
797,985,469.2811290623952
798,985,411.4161946912762
799,985,441.63017799824297
800,985,390.4470302154601
801,985,238.2125235943867
802,985,146.6113265085867
803,486,4.746374741167585
803,985,322.91457878127835
804,486,286.05657326221694
805,486,115.54953419528464
806,486,65.9330596748956
807,486,127.90918072335036
808,486,95.3641004215618
809,486,187.3986059065067
810,486,275.69068277179645
811,1004,242.77555102626545
812,1004,235.87239362404028
813,1004,175.89838250718392
814,1004,166.26747299383837
815,1004,105.47380185026364
816,1004,15.966031455646272
817,1004,1.5531196293278149
818,1004,92.36581457992028
819,1004,164.82793363898276
820,1011,124.77532863548024
821,1011,120.49692076193932
822,1011,145.2517451854595
823,1011,174.02739368598304
824,1011,212.0637906841044
825,1011,152.504904858994
826,1011,68.1324628042178
827,1011,82.04303651887567
828,1011,99.60909434530464
829,1011,97.38478760439148
830,1011,62.826107375783295
831,1011,20.513272595068003
856,985,12.73712994021438
857,985,435.5057535346396
858,985,798.466996709851
859,985,585.5470360314791
860,985,509.0324898331377
861,985,556.6357549378876
862,985,639.7637342395531
864,985,422.700392226312
865,985,227.42646610122512
866,985,366.3745411299906
867,985,219.42598048245648
868,985,191.25826315754568
869,985,288.22998435384005
870,486,163.65590092475946
871,486,256.9592620617611
872,486,116.57494332023974
873,486,47.079396935092994
874,1004,167.5627365287118
875,1004,238.68269182182365
876,1004,281.55258730398936
877,1004,259.4883643719616
878,1004,185.3837687741321
879,1004,229.3965489936191
880,1004,132.1144574919717
881,1004,44.355829389704766
882,1004,39.54707687587019
883,1004,161.944469011646
884,1004,214.79604809606275
885,1011,176.0752630732975
886,1011,191.06324113503592
887,1011,147.69043401932927
888,1011,162.14942882697193
889,1011,206.9743437844407
890,1011,194.64569631157104
891,1011,125.3641923088273
892,1011,115.8646980675266
893,1011,101.19029061889388
894,1011,95.56111583985398
895,1238,89.24031030940452
896,1238,93.91425494733684
918,1203,10.518665940446102
919,1203,137.4602267252738
920,1203,532.4167291611296
921,985,787.1348158747967
922,985,718.8088083568817
923,985,506.9328475016272
924,985,451.6285622748776
925,985,170.83160833221456
926,985,202.3567098639737
927,985,198.9166789088232
928,1203,188.0025750618157
929,1203,497.37652429219054
930,1203,383.03969344357216
931,1341,258.7877954875967
932,1341,334.87346765416186
933,1341,125.1884246694422
934,486,311.3034600064265
935,1341,158.27966512334035
936,1004,161.07008799156424
937,1004,81.61119063191201
938,1004,147.94558726303944
939,1004,271.09417705979354
940,1004,243.1659696750424
941,1004,239.5098147076449
942,1004,260.3708485578419
943,1004,155.03447472456048
944,1004,152.53205038841585
945,1004,177.68295784059012
946,1004,194.7265660758369
947,1011,186.0218241141378
948,1011,171.26455029660292
949,1011,242.53205773159425
950,1011,164.65249955537178
951,1011,195.2254451231728
952,1011,193.5541818974129
953,1011,183.21959558899755
954,1011,171.8877823385103
955,1011,103.14488538847289
956,1011,86.06347400906438
957,1011,60.95823815680578
958,1238,83.0175888032786
959,1238,75.62072877340712
960,1238,85.1762623852629
961,1238,36.35416618466199
979,1203,3.716378423019293
980,1203,150.70296826129135
981,1203,400.8494905691441
982,1203,356.3251587965416
983,985,591.4400250849166
984,985,398.5147513023881
986,985,83.07326309202558
987,985,219.641712254102
988,985,228.3146790313955
989,985,109.05231218039869
990,1203,199.0970436971729
991,1203,303.5294629650388
992,1203,191.0860942138389
993,1341,178.40377841470973
994,1341,174.4196645106904
995,1341,199.3282323356569
996,1341,261.05443818755555
997,1341,131.2173223997722
998,1341,326.6484191686375
999,1004,87.42899672152627
999,1341,122.59188112435702
1000,1004,42.726369842103054
1001,1004,243.22220564287167
1002,1004,302.91493039269324
1003,1004,260.30107333780813
1005,1004,203.91800322918667
1006,1004,151.85861992863175
1007,1004,153.51383640146048
1008,1011,150.41070389757724
1009,1011,170.12938653241693
1010,1011,212.84885131111864
1012,1011,167.51607189179907
1013,1011,203.83731486905089
1014,1011,200.09019770274097
1015,1011,190.8104748205886
1016,1011,189.49278778106512
1017,1011,84.73762351993372
1018,1011,106.1147415416926
1019,1238,53.21841221042189
1020,1238,112.96849036299656
1021,1238,75.44592252195629
1022,1238,75.7386762160712
1023,1238,36.25948473527487
1024,1238,31.11975312612075
1033,1203,24.43384594458973
1034,1203,43.92109612403272
1035,1203,258.1424444818937
1036,1203,363.50060922054536
1037,1203,281.80070643857965
1038,1203,380.6600283499748
1039,1203,474.48473142697264
1040,985,146.5768167873222
1040,1203,138.7018694963825
1041,985,77.72398589795401
1042,1203,179.14129050181702
1043,1203,113.56678558703882
1044,1203,104.29047553690089
1045,1203,135.51348109151763
1046,1203,151.7833452796868
1047,1203,159.29598522512612
1048,1341,144.79613343684005
1049,1341,224.43187877704983
1050,1341,161.35705909439935
1051,1341,338.4992084311094
1052,1341,149.01746713714536
1053,1341,279.580065038938
1054,1341,185.7049879017363
1055,1341,19.6192520859777
1056,1004,112.91626595535486
1057,1004,152.17973641134705
1058,1004,120.925188337102
1059,1004,224.29925244630127
1060,1004,204.11409575419705
1061,1004,152.18084231974748
1062,1004,146.7724571742535
1063,1004,189.61378628242912
1064,1004,176.11910345740387
1065,1011,154.7063925060009
1066,1011,190.7194337595414
1067,1011,204.55429625235843
1068,1011,191.88226385288613
1069,1011,159.1222743760154
1070,1011,178.18819623587595
1071,1011,358.8018260357185
1072,1238,163.5700659652868
1073,1238,136.09144320015957
1074,1238,85.21653241205357
1075,1238,53.92247782149864
1076,1238,55.76985186596711
1077,1238,88.85351781287775
1078,1238,27.86388905629164
1079,1238,16.483729987624997
1086,1390,17.64872786964737
1087,1390,175.2630088230649
1088,1203,253.12728565022925
1089,1203,228.542411732966
1090,1203,453.9544164862805
1091,1203,308.54596511755005
1092,1203,433.54353028864193
1093,1203,482.6535199853916
1094,1203,471.0031930489761
1095,1203,177.71602556299194
1096,1203,218.2262115728468
1097,1203,179.0161034983371
1098,1203,217.4274730164807
1099,1203,179.9083736002167
1100,1203,317.11475649701885
1101,1203,181.0796105075044
1102,1521,141.23400026614357
1103,1341,290.9721297851837
1104,1341,249.3538303297967
1105,1341,72.85456658409792
1106,1341,136.126956942441
1107,1341,210.8950492127217
1108,1341,344.1264259118915
1109,1004,55.190808043386575
1110,1004,71.1974529867679
1111,1004,137.8537943104757
1112,1004,181.60455108592515
1113,1004,239.5602673825909
1114,1004,272.217223116508
1115,1004,173.3482837104674
1116,1004,181.60571941229665
1117,1004,234.8801440008493
1118,1011,236.11726254171205
1119,1011,160.5390122341359
1120,1011,203.5396535105784
1121,1011,276.1835867129399
1122,1011,388.46551909263405
1123,1011,219.668732909668
1124,1011,155.24897504881065
1125,1238,221.37324561313665
1126,1238,149.34463609389113
1127,1238,149.60373165627456
1128,1238,110.08763729309986
1129,1238,76.0510121591546
1130,1238,69.21331511772073
1131,1238,99.2202430320156
1132,1238,29.99425578195089
1134,1238,27.847734788213536
1140,1390,17.074430696990216
1141,1390,170.83333781994745
1142,1390,387.75766730295953
1143,1390,342.4904204433217
1144,1203,168.2532025928123
1145,1203,286.12260460799257
1146,1203,492.9338799933457
1147,1203,667.8708192662724
1148,1203,466.3462401147584
1149,1203,368.704426192162
1150,1203,178.63997700954116
1151,1203,230.6520922597904
1152,1203,163.3329686347499
1153,1203,146.2022128508766
1154,1203,142.5914579379492
1155,1203,198.8660875633832
1156,1521,176.282064217107
1157,1341,158.2422515140347
1158,1341,216.0548947025106
1159,1341,258.6211435806222
1160,1341,186.9937811682931
1161,1341,255.1889132737352
1162,1341,136.41110931480205
1163,1341,196.87623309790828
1164,1341,62.92417761972513
1165,1004,99.87103288996435
1166,1004,149.92505662069146
1167,1004,168.71035398169315
1168,1004,219.48831145127983
1169,1004,247.5049111280759
1170,1004,240.74075629430683
1171,1004,183.84112284429588
1172,1004,267.2465831922543
1173,1011,321.2259215294181
1174,1011,237.71008226234247
1175,1011,139.75887401261113
1176,1011,308.8635706598925
1177,1011,301.99789191277006
1178,1011,239.1662665104496
1179,1238,405.0749488297868
1180,1238,294.5378090442083
1181,1238,146.6732389725352
1182,1238,91.966907635212
1183,1238,122.6030665084331
1184,1238,115.2920501594208
1185,1238,103.92765860101916
1186,1238,150.57572804081286
1187,1238,29.27946951992855
1188,1238,20.29550621345157
1189,1238,22.676899790158288
1194,1390,8.856502650611633
1195,1390,22.78886936305193
1196,1390,189.2001418563196
1197,1390,292.34985148964813
1198,1390,280.3543037041424
1199,1203,258.6432185750305
1200,1390,214.69326870736367
1201,1203,261.33146635534814
1202,1203,430.5352845712753
1204,1203,439.8462829509768
1205,1203,319.8724560116951
1206,1203,205.3735410577709
1207,1203,58.230027180912856
1208,1203,43.2415731001923
1209,1203,93.03079498919038
1210,1521,187.36296563932112
1211,1521,162.50603806277513
1212,1521,256.87682400774094
1213,1341,195.6419566402841
1214,1341,360.08447223267297
1215,1341,352.9086238696027
1216,1341,326.7807385151488
1217,1341,288.5708995851871
1218,1341,53.530694652678726
1219,1341,77.35566273111036
1220,1004,15.92156664802847
1221,1004,30.10818030705541
1222,1004,118.575023040713
1223,1004,191.08802973895288
1224,1004,236.8898987431032
1225,1004,259.676235802739
1226,1004,195.0822431563357
1227,1004,219.36513958940344
1228,1004,276.5252023112872
1229,1004,291.0664864906877
1230,1011,286.33970859076913
1231,1011,277.8214153784012
1232,1011,400.8674311484616
1233,1011,193.9776239286521
1234,1011,356.2380120737268
1235,1238,285.5936157003021
1236,1238,206.3799013732392
1237,1238,166.46741085427118
1239,1238,75.41586178100182
1240,1238,107.54166649795464
1241,1238,221.26043550881275
1242,1238,222.0669041299033
1243,1238,24.014070161723225
1250,1390,1.4617781270541252
1252,1390,8.31802328147119
1253,1390,64.02340869135169
1254,1390,124.6512598407628
1255,1390,300.3381362704483
1256,1390,250.2459660627123
1257,1390,294.9548761712115
1258,1390,319.75174113669635
1259,1203,127.60611320621015
1259,1390,155.78746915971132
1260,1203,304.20594415644365
1261,1203,321.82736623339804
1262,1203,285.81316260451024
1263,1203,385.2881527479494
1264,1203,258.1402774828179
1265,1203,196.31979630450672
1266,1203,38.03356028418996
1267,1203,127.36710403404096
1268,1203,308.995811486924
1269,1521,145.29930688395885
1270,1521,221.0878425186456
1271,1521,348.8717768817971
1272,1341,314.5431389722582
1273,1341,344.9931032112792
1274,1341,392.9488893361466
1275,1341,300.9325779247457
1276,1341,120.07597596458756
1277,1341,48.522495374528646
1278,1341,44.37435714312837
1279,1341,3.059643706658413
1280,1341,103.06532744691172
1281,1341,111.0769938897998
1282,1004,87.79793943224297
1283,1004,51.92118488416947
1284,1004,192.756958769364
1285,1004,213.8826976471303
1286,1004,267.5189044750268
1287,1004,391.90558299099393
1288,1011,417.0981569904884
1289,1004,204.7752553503117
1289,1011,149.28441341762488
1290,1011,410.3594510841767
1291,1011,393.7890125654804
1292,1011,140.1538045049718
1293,1011,171.61010400112664
1294,1238,26.95029672610057
1295,1238,71.54601097480923
1296,1238,105.42151326434109
1297,1238,62.11244775444744
1298,1238,18.12707650359093
1299,1238,10.76849784665659
1300,1238,136.95104193157405
1301,1238,484.7097936140245
1302,1238,279.2021543065898
1303,1238,148.41217814919938
1311,1390,1.3317238445529238
1312,1390,3.9890940085967865
1313,1390,4.990079995075494
1314,1390,7.316667471550818
1315,1390,4.319412921954836
1317,1390,4.854237573653879
1318,1390,36.57464954450093
1319,1390,125.7043782952396
1320,1390,324.9309119212762
1321,1390,398.886770502874
1322,1390,421.0330038939357
1323,1390,244.5302137785587
1324,1390,334.4441528841598
1325,1390,297.04542171984656
1326,1203,382.44940117330384
1327,1203,357.2024712499249
1328,1203,240.78433179782127
1329,1203,119.8487335842882
1330,1203,169.19195523439123
1331,1203,382.02484115694
1332,1521,138.10174152049026
1333,1521,51.97650922563407
1334,1521,256.7311693256657
1335,1521,227.0326582031382
1336,1521,135.55945368525582
1337,1341,167.62200299337474
1338,1341,208.8953757333018
1339,1341,246.42680398499007
1340,1341,297.5471437495545
1342,1341,365.983072340677
1343,1341,266.7993131764682
1344,1341,118.25029630125758
1345,1341,20.21656404896132
1346,1341,232.2617810215341
1347,1341,81.92117079721959
1348,1341,31.88416415523511
1349,1004,10.30327739485982
1350,1004,81.97238090846324
1351,1004,87.22835165468584
1352,1004,108.90342951803945
1353,1004,294.16530116857
1354,1011,394.51153145045726
1355,1011,329.6829227403658
1356,1011,349.48528095600545
1357,1011,421.8791150246507
1358,1011,235.7636217613747
1359,1238,65.22152370234359
1360,1238,26.414312875132765
1361,1238,105.13441292128115
1362,1238,114.02865576357456
1363,1238,69.04833976153336
1364,1238,95.96418464173308
1365,1238,49.080159555421375
1366,1238,139.99841911118733
1367,1238,400.9058040821581
1368,1238,272.4170752594684
1369,1238,197.9908722564364
1376,1390,27.93127948418961
1377,1390,58.44478608813533
1378,1390,110.48197946503284
1379,1390,63.21117787597602
1380,1390,41.23424590456197
1381,1390,16.834819585120158
1382,1390,36.957282578109606
1383,1390,36.179935713126575
1384,1390,196.4771965880395
1385,1390,202.0702901471698
1386,1390,142.18821138409976
1387,1390,217.1674812006493
1388,1390,257.89285629613096
1389,1390,251.79121388463705
1391,1390,310.39647628860246
1392,1390,232.9607163168168
1393,1390,174.48912322877814
1394,1390,76.72621048080113
1395,1203,108.06377062534806
1395,1521,8.310478324490106
1396,1521,122.97107566818784
1397,1521,289.6683165028334
1398,1521,315.82169582763737
1399,1521,150.61946110548448
1400,1521,183.1708361639048
1401,1521,173.8167330071333
1402,1521,151.36169587768015
1403,1341,165.83001500297678
1404,1341,303.84326171090174
1405,1341,321.58103769254444
1406,1341,287.06526989208584
1407,1341,462.5505348266856
1408,1341,342.2913440957661
1409,1341,325.27575878749326
1410,1341,237.2937272450625
1411,1341,152.87068607059854
1412,1341,190.93224895605107
1413,1341,64.61388170094243
1414,1341,15.29970498147644
1416,1004,1.2551250220936363
1417,1004,1.4143764298949293
1419,1004,59.24397633556019
1420,1011,165.24397521914483
1421,1011,173.22962097905094
1422,1011,211.26221367057977
